pair_ID	sentence_AB	E_judgment
8041	The young boy in the blue shirt is jumping into the water. [SEP] A young boy is diving into a still lake.	2
8044	A young boy is jumping into a still lake. [SEP] The young boy in the blue shirt is not jumping into the water.	2
8047	Two people are carrying colorful baskets and blankets and walking near a building. [SEP] Two people are carrying gray baskets and blankets and walking near a building.	2
8049	Two people are sitting with laden baskets and blankets. [SEP] Two people are walking with laden baskets and blankets.	2
8050	Two people are carrying colorful baskets and blankets and walking near a building. [SEP] Two people are walking with laden baskets and colorful blankets.	2
8055	A young girl is sitting in a swimsuit. [SEP] A young girl is sitting in swimming gear.	0
8058	A young boy is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swim goggles on her head. [SEP] A young girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on her head.	2
8059	A little girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on the head. [SEP] A young girl is sitting in swimming gear.	2
8060	A young boy is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swim goggles on her head. [SEP] A young girl is sitting in swimming gear.	2
8064	A dog is running on a snowy road. [SEP] A dog is running on a snowy path.	0
8065	A dog is running on a muddy path. [SEP] A dog is running on a snowy path.	2
8067	A brown dog is running through a snowy trail. [SEP] A white dog is running through a snowy trail.	2
8068	A brown dog is running through a snowy path. [SEP] A dog is running on a snowy path.	0
8069	A white dog is running through a snowy trail. [SEP] A dog is running on a snowy path.	0
8071	A dog is running on a muddy path. [SEP] A brown dog is running through a snowy trail.	2
8072	A brown dog is running through a snowy trail. [SEP] A dog is running on a snowy path.	0
8073	Two boys in white outfits and red protective gear are sparring on a mat. [SEP] Two children in white outfits and red protective gear are sparring on a mat.	0
8076	Two boys are doing martial arts on a green mat. [SEP] Two boys are doing martial arts on a blue mat.	2
8077	Two kids are doing martial arts on a blue mat. [SEP] Two children in white outfits and red protective gear are sparring on a mat.	2
8079	Two boys are doing martial arts on a blue mat. [SEP] Two boys in white outfits and red protective gear are sparring on a mat.	2
8084	A black and white dog is playing with a broken volleyball. [SEP] A black and white dog is playing with a broken ball.	0
8089	A black and white dog is playing with a frisbee in a brown field. [SEP] A black and white dog is playing with a broken volleyball.	2
8090	A black and white dog is playing with a tattered volleyball in a brown field. [SEP] A black and white dog is playing with a broken volleyball.	0
8091	A young boy in a helmet is riding a bike on the road. [SEP] A bike is ridden on the road by a young boy in a helmet .	0
8092	A young boy in a helmet is riding a bike on the lawn. [SEP] A young boy in a helmet is riding a bike on the road.	2
8093	The little boy is riding a bicycle in a race. [SEP] A bicycle is being ridden by the little boy in a race.	0
8094	The little boy is riding a bicycle in a race. [SEP] The little girl is riding a bicycle in a race.	2
8095	A bicycle is being ridden by the little boy in a race. [SEP] A young boy in a helmet is riding a bike on the road.	2
8096	A young boy in a helmet is riding a bike on the road. [SEP] The little girl is riding a bicycle in a race.	2
8104	A woman is being smeared with brown substance and a blurry crowd is in the background. [SEP] A topless woman is being covered in mud.	2
8105	A topless woman is being smeared with brown substance and a nobody is in the background. [SEP] A topless woman is being covered in mud.	2
8108	A topless woman is being covered in mud. [SEP] A topless woman is being smeared with a brown substance and a blurry crowd is in the background.	2
8109	Two boys and a man are playing games at an arcade. [SEP] Two kids and a man are playing games at an arcade.	0
8110	Two kids and a man are playing games at an arcade. [SEP] Two kids and a woman are playing games at an arcade.	2
8112	A family is not purchasing something at a vending machine. [SEP] A family is purchasing something at the vending machine.	1
8119	A female cheerleader is jumping on the knee of a male cheerleader. [SEP] A female cheerleader is sitting on the knee of a male cheerleader.	2
8120	Some cheerleaders are taking a break. [SEP] Some cheerleaders are relaxing.	0
8121	Some cheerleaders are taking a break. [SEP] Some cheerleaders are dancing.	2
8124	Some cheerleaders are taking a break. [SEP] A female cheerleader is sitting on the knee of a man.	2
8126	A female cheerleader is sitting on the knee of a male cheerleader. [SEP] Some cheerleaders are taking a break.	2
8127	A group of people is holding drinks and pointing at the camera. [SEP] Drinks are being held by people pointing at the camera.	0
8129	Several young people are posing for a photo and holding beers. [SEP] Several young people are posing for a photo and holding drinks.	0
8130	Several young people are posing for a photo and holding beers. [SEP] Several old people are posing for a photo and holding beers.	2
8134	Several young people are posing for a photo and holding beers. [SEP] A group of people is holding food and pointing at the camera.	2
8136	A girl with red hair and red eyebrows is talking. [SEP] A girl with red hair and red eyebrows is in midspeech.	0
8143	A girl with red hair and red eyebrows is in midspeech. [SEP] The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back.	2
8145	A woman in blue has a yellow ball in the mitt. [SEP] A woman in blue has a yellow ball in the hand.	2
8147	The girl in blue is chasing the base runner with a number on the jersey. [SEP] The girl in blue is chasing the player with a number on the jersey.	0
8152	The girl in blue is chasing the base runner with a number on the jersey. [SEP] A man in blue has a yellow ball in the mitt.	2
8155	The young man is not rock climbing. [SEP] The young man is rock climbing.	1
8156	A man in a purple hat is climbing a rocky wall with bare hands. [SEP] A rocky wall is climbed by a man in a purple hat with bare hands.	0
8157	A man in a purple hat isn't climbing a rocky wall with bare hands. [SEP] A man in a purple hat is climbing a rocky wall with bare hands.	1
8158	A rocky wall is climbed by a man in a purple hat with bare hands. [SEP] The young man is rock climbing.	0
8159	A man in a purple hat isn't climbing a rocky wall with bare hands. [SEP] The young man is rock climbing.	2
8161	A man in a purple hat is climbing a rocky wall with bare hands. [SEP] The young man is not rock climbing.	2
8162	A man in a purple hat is climbing a rocky wall with bare hands. [SEP] The young man is rock climbing.	2
8165	A blond woman is sitting on the roof of a yellow vehicle and two people are inside. [SEP] A woman with blond hair is sitting on the roof of a yellow vehicle and two people are inside.	0
8168	Two people are driving a jeep and a lady is sitting on the top of it. [SEP] A blond woman is sitting on the roof of a yellow vehicle and two people are outside.	2
8173	A large brown cat is jumping over a red hurdle. [SEP] A large brown dog is jumping over a red hurdle.	2
8175	A brown and white dog is jumping over a red, yellow and white hurdle. [SEP] A brown and white dog is passing under a red, yellow and white hurdle.	2
8177	A brown and white dog is passing under a red, yellow and white hurdle. [SEP] A large brown dog is jumping over a red hurdle.	2
8179	A brown and white dog is jumping over a red, yellow and white hurdle. [SEP] A large brown cat is jumping over a red hurdle.	2
